order	family	genus	species	subspecies	variety	form	id	territory:lu	territory:az	territory:ma
Lamiales	Plantaginaceae	Sibthorpia	europaea {L.}				2960	NATIVE	NATIVE	
Lamiales	Plantaginaceae	Veronica	acinifolia {L.}				2969	NATIVE		
Lamiales	Plantaginaceae	Veronica	agrestis {L.}				2970	NATIVE	EXOTIC	NATIVE
Lamiales	Plantaginaceae	Veronica	anagallis-aquatica {L.}	anagallis-aquatica {}			2971	NATIVE		NATIVE
Lamiales	Plantaginaceae	Veronica	anagalloides {Guss.}	anagalloides {}			2972	NATIVE		
Lamiales	Plantaginaceae	Veronica	arvensis {L.}				2973	NATIVE	EXOTIC	NATIVE
Lamiales	Plantaginaceae	Veronica	beccabunga {L.}	beccabunga {}			2974	NATIVE		
Lamiales	Plantaginaceae	Veronica	chamaedrys {L.}	chamaedrys {}			2975	NATIVE		
Lamiales	Plantaginaceae	Veronica	cymbalaria {Bodard}				2976	NATIVE		
Lamiales	Plantaginaceae	Veronica	hederifolia {L.}				2977	NATIVE		NATIVE
Lamiales	Plantaginaceae	Veronica	micrantha {Hoffmanns. & Link}				2978	NATIVE		
Lamiales	Plantaginaceae	Veronica	montana {L.}				2979	NATIVE		
Lamiales	Plantaginaceae	Veronica	nevadensis {(Pau) Pau}				2980	NATIVE		
Lamiales	Plantaginaceae	Veronica	officinalis {L.}				2981	NATIVE	NATIVE	NATIVE
Lamiales	Plantaginaceae	Veronica	persica {Poir.}				2982	NATIVE	EXOTIC	EXOTIC
Lamiales	Plantaginaceae	Veronica	polita {Fr.}				2983	NATIVE	EXOTIC	EXOTIC
Lamiales	Plantaginaceae	Veronica	scutellata {L.}				2984	NATIVE		
Lamiales	Plantaginaceae	Veronica	serpyllifolia {L.}	serpyllifolia {}			2985	NATIVE	NATIVE	NATIVE
Lamiales	Plantaginaceae	Veronica	triphyllos {L.}				2986	NATIVE		
Lamiales	Plantaginaceae	Veronica	verna {L.}				2987	NATIVE		
Lamiales	Plantaginaceae	Veronica	peregrina {L.}	peregrina {}			3116	EXOTIC		
Lamiales	Plantaginaceae	Veronica	anagallis-aquatica {L.}				3814		NATIVE	
Lamiales	Plantaginaceae	Veronica	catenata {Pennell}				3815		NATIVE	
Lamiales	Plantaginaceae	Veronica	dabneyi {Hochst.}				3816		ENDEMIC	
Lamiales	Plantaginaceae	Veronica	peregrina {L.}				3817		EXOTIC	
Lamiales	Plantaginaceae	Callitriche	brutia {Petagna}				793	NATIVE	NATIVE	
Lamiales	Plantaginaceae	Callitriche	hamulata {Kütz. ex W.D.J.Koch}				794	NATIVE		
Lamiales	Plantaginaceae	Callitriche	lusitanica {Schotsman}				795	NATIVE		
Lamiales	Plantaginaceae	Callitriche	obtusangula {Le Gall}				796	NATIVE		
Lamiales	Plantaginaceae	Callitriche	regis-jubae {Schotsman}				797	NATIVE		
Lamiales	Plantaginaceae	Callitriche	stagnalis {Scop.}				798	NATIVE	NATIVE	NATIVE
Lamiales	Plantaginaceae	Callitriche	truncata {Guss.}	occidentalis {(Rouy) Schotsman}			799	NATIVE		
Lamiales	Plantaginaceae	Callitriche	deflexa {A. Braun ex Hegelm.}				3800		NATIVE	
Lamiales	Plantaginaceae	Callitriche	cribrosa {Schotsman}				3997	NATIVE		
Lamiales	Plantaginaceae	Globularia	alypum {L.}				1693	NATIVE		
Lamiales	Plantaginaceae	Globularia	vulgaris {L.}				1694	NATIVE		
Lamiales	Plantaginaceae	Globularia	salicina {Lam.}				3801			NATIVE
Lamiales	Plantaginaceae	Hippuris	vulgaris {L.}				1699	NATIVE		
Lamiales	Scrophulariaceae	Limosella	aquatica {L.}				2902	NATIVE		
Lamiales	Scrophulariaceae	Scrophularia	auriculata {L.}	auriculata {}			2944	NATIVE	NATIVE	
Lamiales	Scrophulariaceae	Scrophularia	bourgaeana {Lange}				2945	NATIVE		
Lamiales	Scrophulariaceae	Scrophularia	canina {L.}	canina {}			2946	NATIVE		
Lamiales	Scrophulariaceae	Scrophularia	frutescens {L.}		frutescens {}		2947	NATIVE		
Lamiales	Scrophulariaceae	Scrophularia	frutescens {L.}		latifolia {Benth.}		2948	NATIVE		
Lamiales	Scrophulariaceae	Scrophularia	frutescens {L.}				2949			
Lamiales	Scrophulariaceae	Scrophularia	grandiflora {DC.}				2950	ENDEMIC		
Lamiales	Scrophulariaceae	Scrophularia	herminii {Hoffmanns. & Link}				2951	NATIVE		
Lamiales	Scrophulariaceae	Scrophularia	lyrata {Willd.}				2952	NATIVE		
Lamiales	Scrophulariaceae	Scrophularia	peregrina {L.}				2953	NATIVE		
Lamiales	Scrophulariaceae	Scrophularia	sambucifolia {L.}	sambucifolia {}			2954	NATIVE		
Lamiales	Scrophulariaceae	Scrophularia	scorodonia {L.}		glabrescens {(Cout.) Ortega Oliv. & Devesa}		2955	NATIVE		
Lamiales	Scrophulariaceae	Scrophularia	scorodonia {L.}		scorodonia {}		2956	NATIVE	NATIVE	NATIVE
Lamiales	Scrophulariaceae	Scrophularia	scorodonia {L.}				2957			
Lamiales	Scrophulariaceae	Scrophularia	sublyrata {Brot.}				2958	NATIVE		
Lamiales	Scrophulariaceae	Scrophularia	valdesii {Ortega Oliv. & Devesa}				2959	NATIVE		
Lamiales	Scrophulariaceae	Scrophularia	arguta {Sol. ex Aiton}				3965			NATIVE
Lamiales	Scrophulariaceae	Scrophularia	hirta {Lowe}				3966			ENDEMIC
Lamiales	Scrophulariaceae	Scrophularia	lowei {Dalgaard}				3967			ENDEMIC
Lamiales	Scrophulariaceae	Scrophularia	racemosa {Lowe}				3968			ENDEMIC
Lamiales	Scrophulariaceae	Verbascum	barnadesii {Vahl}				2961	NATIVE		
Lamiales	Scrophulariaceae	Verbascum	giganteum {Willk.}	martinezii {Valdés}			2962	NATIVE		
Lamiales	Scrophulariaceae	Verbascum	litigiosum {Samp.}				2963	ENDEMIC		
Lamiales	Scrophulariaceae	Verbascum	pulverulentum {Vill.}				2964	NATIVE		EXOTIC
Lamiales	Scrophulariaceae	Verbascum	simplex {Hoffmanns. & Link}				2965	NATIVE		
Lamiales	Scrophulariaceae	Verbascum	sinuatum {L.}				2966	NATIVE		EXOTIC
Lamiales	Scrophulariaceae	Verbascum	thapsus {L.}				2967	NATIVE	EXOTIC	EXOTIC
Lamiales	Scrophulariaceae	Verbascum	virgatum {Stokes}				2968	NATIVE	EXOTIC	NATIVE
Lamiales	Scrophulariaceae	Verbascum	levanticum {I.K.Ferguson}				3208	EXOTIC		
Lamiales	Scrophulariaceae	Verbascum	creticum {(L.) Cav.}				3969		EXOTIC	
Lamiales	Scrophulariaceae	Verbascum	densiflorum {Bertol.}				3970			EXOTIC
Lamiales	Scrophulariaceae	Calceolaria	tripartita {Ruiz & Pav.}				3960		EXOTIC	EXOTIC
Lamiales	Scrophulariaceae	Hebe	salicifolia {(G.Forst.) Pennell}				3961		EXOTIC	
Lamiales	Scrophulariaceae	Isoplexis	sceptrum {(L.f.) Loudon}				3962			ENDEMIC
Lamiales	Scrophulariaceae	Lophospermum	erubescens {D.Don}				3963		EXOTIC	
Lamiales	Scrophulariaceae	Mazus	japonicus {(Thunb.) Kuntze}				3964		EXOTIC	
Lamiales	Scrophulariaceae	Myoporum	tenuifolium {G.Forst.}				4008		EXOTIC	
Lamiales	Scrophulariaceae	Buddleja	davidii {Franch.}				790	NATIVE		
Lamiales	Verbenaceae	Verbena	officinalis {L.}				3065	NATIVE	EXOTIC	NATIVE
Lamiales	Verbenaceae	Verbena	supina {L.}				3066	NATIVE		
Lamiales	Verbenaceae	Verbena	bonariensis {L.}				3108	EXOTIC	EXOTIC	EXOTIC
Lamiales	Verbenaceae	Verbena	rigida {Spreng.}				4011	EXOTIC	EXOTIC	EXOTIC
Lamiales	Verbenaceae	Lantana	camara {L.}				3268	EXOTIC	EXOTIC	EXOTIC
Lamiales	Bignoniaceae	Podranea	ricasoliana {(Tanfani) Sprague}				3462			EXOTIC
Lamiales	Bignoniaceae	Tecoma	capensis {(Thunb.) Lindl.}				3463			EXOTIC
Dipsacales	Caprifoliaceae	Lonicera	etrusca {Santi}				823	NATIVE	EXOTIC	EXOTIC
Dipsacales	Caprifoliaceae	Lonicera	implexa {Aiton}		implexa {}		824	NATIVE		
Dipsacales	Caprifoliaceae	Lonicera	implexa {Aiton}		valentina {(Pau ex Willk.) Maire}		825	NATIVE		
Dipsacales	Caprifoliaceae	Lonicera	implexa {Aiton}				826			
Dipsacales	Caprifoliaceae	Lonicera	periclymenum {L.}	hispanica {(Boiss. & Reut.) Nyman}			827	NATIVE		
Dipsacales	Caprifoliaceae	Lonicera	periclymenum {L.}	periclymenum {}			828	NATIVE		
Dipsacales	Caprifoliaceae	Lonicera	periclymenum {L.}				829			
Dipsacales	Caprifoliaceae	Sambucus	ebulus {L.}				830	NATIVE		EXOTIC
Dipsacales	Caprifoliaceae	Sambucus	nigra {L.}				831	NATIVE	EXOTIC	EXOTIC
Dipsacales	Caprifoliaceae	Sambucus	lanceolata {R.Br.}				3516			ENDEMIC
Dipsacales	Caprifoliaceae	Viburnum	lantana {L.}				832	NATIVE		
Dipsacales	Caprifoliaceae	Viburnum	opulus {L.}				833	NATIVE		
Dipsacales	Caprifoliaceae	Viburnum	tinus {L.}				834	NATIVE		
Dipsacales	Caprifoliaceae	Viburnum	treleasei {Gand.}				3517		ENDEMIC	
Dipsacales	Caprifoliaceae	Leycesteria	formosa {Wall.}				3515		EXOTIC	
Dipsacales	Caprifoliaceae	Weigela	japonica {Thunb.}				3518		EXOTIC	
Dipsacales	Dipsacaceae	Cephalaria	leucantha {(L.) Roem. & Schult.}				1235	NATIVE		
Dipsacales	Dipsacaceae	Dipsacus	comosus {Hoffmanns. & Link}				1236	NATIVE		
Dipsacales	Dipsacaceae	Dipsacus	fullonum {L.}				1237	NATIVE		
Dipsacales	Dipsacaceae	Dipsacus	sativus {(L.) Honck.}				1238	NATIVE		
Dipsacales	Dipsacaceae	Dipsacus	ferox {Loisel.}				3601			NATIVE
Dipsacales	Dipsacaceae	Knautia	nevadensis {(M.Winkl. ex Szabó) Szabó}		nevadensis {}		1239	NATIVE		
Dipsacales	Dipsacaceae	Knautia	subscaposa {Boiss. & Reut.}		subscaposa {}		1240	NATIVE		
Dipsacales	Dipsacaceae	Lomelosia	simplex {(Desf.) Raf.}	simplex {}			1241	NATIVE		
Dipsacales	Dipsacaceae	Lomelosia	simplex {(Desf.) Raf.}	dentata {(Jord. & Fourr.) Greuter & Burdet}			1242	NATIVE		
Dipsacales	Dipsacaceae	Lomelosia	simplex {(Desf.) Raf.}				1243			
Dipsacales	Dipsacaceae	Lomelosia	stellata {(L.) Raf.}				1244	NATIVE		
Dipsacales	Dipsacaceae	Pterocephalidium	diandrum {(Lag.) G.López}				1245	NATIVE		
Dipsacales	Dipsacaceae	Pycnocomon	intermedium {(Lag.) Greuter & Burdet}				1246	NATIVE		
Dipsacales	Dipsacaceae	Pycnocomon	rutifolium {(Vahl) Hoffmanns. & Link}				1247	NATIVE		
Dipsacales	Dipsacaceae	Scabiosa	atropurpurea {L.}				1248	NATIVE	EXOTIC	EXOTIC
Dipsacales	Dipsacaceae	Scabiosa	columbaria {L.}	columbaria {}			1249	NATIVE		
Dipsacales	Dipsacaceae	Scabiosa	columbaria {L.}	affinis {(Gren. & Godr.) Nyman}			1250	NATIVE		
Dipsacales	Dipsacaceae	Scabiosa	columbaria {L.}				1251			
Dipsacales	Dipsacaceae	Scabiosa	galianoi {Devesa}				1252	NATIVE		
Dipsacales	Dipsacaceae	Scabiosa	nitens {Roem. & Schult.}				3602		ENDEMIC	
Dipsacales	Dipsacaceae	Succisa	pinnatifida {Lange}				1253	NATIVE		
Dipsacales	Dipsacaceae	Succisa	pratensis {Moench}				1254	NATIVE		NATIVE
Dipsacales	Dipsacaceae	Succisella	carvalhoana {(Mariz) Baksay}				1255	NATIVE		
Dipsacales	Valerianaceae	Centranthus	calcitrapae {(L.) Dufr.}		calcitrapae {}		3043	NATIVE	EXOTIC	NATIVE
Dipsacales	Valerianaceae	Centranthus	ruber {(L.) DC.}	ruber {}			3044	NATIVE	EXOTIC	EXOTIC
Dipsacales	Valerianaceae	Fedia	cornucopiae {(L.) Gaertn.}		cornucopiae {}		3045	NATIVE		
Dipsacales	Valerianaceae	Fedia	cornucopiae {(L.) Gaertn.}		scorpioides {(Dufr.) J.López & Devesa}		3046	NATIVE		
Dipsacales	Valerianaceae	Fedia	cornucopiae {(L.) Gaertn.}				3047			
Dipsacales	Valerianaceae	Valeriana	dioica {L.}				3048	NATIVE		
Dipsacales	Valerianaceae	Valeriana	montana {L.}				3049	NATIVE		
Dipsacales	Valerianaceae	Valeriana	officinalis {L.}				3050	NATIVE		
Dipsacales	Valerianaceae	Valeriana	tuberosa {L.}				3051	NATIVE		
Dipsacales	Valerianaceae	Valerianella	coronata {(L.) DC.}			coronata {}	3052	NATIVE		
Dipsacales	Valerianaceae	Valerianella	coronata {(L.) DC.}			pumila {(L.) Devesa, J.López & R.Gonzalo}	3053	NATIVE		
Dipsacales	Valerianaceae	Valerianella	coronata {(L.) DC.}				3054			
Dipsacales	Valerianaceae	Valerianella	dentata {(L.) Pollich }			dentata {}	3055	NATIVE		NATIVE
Dipsacales	Valerianaceae	Valerianella	discoidea {(L.) Loisel.}				3056	NATIVE		
Dipsacales	Valerianaceae	Valerianella	echinata {(L.) DC.}				3057	NATIVE		
Dipsacales	Valerianaceae	Valerianella	eriocarpa {Desv.}		eriocarpa {}		3058	NATIVE		
Dipsacales	Valerianaceae	Valerianella	eriocarpa {Desv.}		muricata {(Steven ex M.Bieb.) Krok}		3059	NATIVE		
Dipsacales	Valerianaceae	Valerianella	eriocarpa {Desv.}				3060			
Dipsacales	Valerianaceae	Valerianella	locusta {(L.) Laterr.}	lusitanica {(Pau ex Font Quer) M.Laínz}			3061	NATIVE		
Dipsacales	Valerianaceae	Valerianella	locusta {(L.) Laterr.}	locusta {}			3062	NATIVE		NATIVE
Dipsacales	Valerianaceae	Valerianella	locusta {(L.) Laterr.}				3063			
Dipsacales	Valerianaceae	Valerianella	microcarpa {Loisel.}				3064	NATIVE		NATIVE
Dipsacales	Valerianaceae	Valerianella	dentata {(L.) Pollich}				3990		EXOTIC	
Dipsacales	Valerianaceae	Valerianella	multidentata {Loscos & J.Pardo}				4054	NATIVE		
Caryophyllales	Aizoaceae	Aizoon	hispanicum {L.}				4	NATIVE		NATIVE
Caryophyllales	Aizoaceae	Aizoon	canariense {L.}				3306			NATIVE
Caryophyllales	Aizoaceae	Carpobrotus	edulis {(L.) N.E.Br.}				3132	EXOTIC	EXOTIC	EXOTIC
Caryophyllales	Aizoaceae	Mesembryanthemum	nodiflorum {L.}				5	NATIVE	NATIVE	NATIVE
Caryophyllales	Aizoaceae	Mesembryanthemum	crystallinum {L.}				3106	EXOTIC	EXOTIC	EXOTIC
Caryophyllales	Aizoaceae	Lampranthus	glaucus {(L.) N.E.Br.}				3307		EXOTIC	
Caryophyllales	Aizoaceae	Disphyma	crassifolium {(L.) L.Bolus}				4002	EXOTIC	EXOTIC	
Caryophyllales	Aizoaceae	Drosanthemum	floribundum {(Haw.) Schwantes}				4012	EXOTIC	EXOTIC	EXOTIC
Caryophyllales	Aizoaceae	Tetragonia	tetragonoides {(Pall.) Kuntze}				4016	EXOTIC	EXOTIC	EXOTIC
Caryophyllales	Amaranthaceae	Amaranthus	blitum {L.}	blitum {}			16	NATIVE		
Caryophyllales	Amaranthaceae	Amaranthus	graecizans {L.}	silvestris {(Vill.) Brenan}			17	NATIVE	EXOTIC	
Caryophyllales	Amaranthaceae	Amaranthus	blitoides {S.Watson}				3209	EXOTIC	EXOTIC	
Caryophyllales	Amaranthaceae	Amaranthus	albus {L.}				3229	EXOTIC		
Caryophyllales	Amaranthaceae	Amaranthus	blitum {L.}	emarginatus {(Moq. ex Uline & W.L.Bray)}			3230	EXOTIC		
Caryophyllales	Amaranthaceae	Amaranthus	blitum {L.}				3231			NATIVE
Caryophyllales	Amaranthaceae	Amaranthus	caudatus {L.}				3232	EXOTIC		EXOTIC
Caryophyllales	Amaranthaceae	Amaranthus	deflexus {L.}				3233	EXOTIC	EXOTIC	EXOTIC
Caryophyllales	Amaranthaceae	Amaranthus	hybridus {L.}				3234	EXOTIC	EXOTIC	EXOTIC
Caryophyllales	Amaranthaceae	Amaranthus	hypochondriacus {L.}				3235	EXOTIC		
Caryophyllales	Amaranthaceae	Amaranthus	muricatus {(Moq.) Hieron.}				3236	EXOTIC		EXOTIC
Caryophyllales	Amaranthaceae	Amaranthus	powelii {S.Watson}				3237	EXOTIC		
Caryophyllales	Amaranthaceae	Amaranthus	retroflexus {L.}				3238	EXOTIC	EXOTIC	EXOTIC
Caryophyllales	Amaranthaceae	Amaranthus	viridis {L.}				3239	EXOTIC	EXOTIC	EXOTIC
Caryophyllales	Amaranthaceae	Amaranthus	graecizans {L.}				3312			NATIVE
Caryophyllales	Amaranthaceae	Amaranthus	palmeri {S.Watson}				3313			EXOTIC
Caryophyllales	Amaranthaceae	Amaranthus	spinosus {L.}				3314			EXOTIC
Caryophyllales	Amaranthaceae	Achyranthes	sicula {(L.) All.}				3310		EXOTIC	NATIVE
Caryophyllales	Amaranthaceae	Alternanthera	caracasana {Kunth}				3311		EXOTIC	EXOTIC
Caryophyllales	Amaranthaceae	Arthrocnemum	macrostachyum {(Moric.) Moris}				999	NATIVE		
Caryophyllales	Amaranthaceae	Atriplex	glauca {L.}				1000	NATIVE		NATIVE
Caryophyllales	Amaranthaceae	Atriplex	halimus {L.}				1001	NATIVE		EXOTIC
Caryophyllales	Amaranthaceae	Atriplex	patula {L.}				1002	NATIVE	EXOTIC	
Caryophyllales	Amaranthaceae	Atriplex	prostrata {Boucher ex DC.}				1003	NATIVE	NATIVE	NATIVE
Caryophyllales	Amaranthaceae	Atriplex	rosea {L.}				1004	NATIVE		EXOTIC
Caryophyllales	Amaranthaceae	Bassia	scoparia {(L.) Voss}	scoparia {}			1005	NATIVE		
Caryophyllales	Amaranthaceae	Bassia	tomentosa {(Lowe) Maire & Weiller}				3315			NATIVE
Caryophyllales	Amaranthaceae	Beta	macrocarpa {Guss.}				1006	NATIVE		
Caryophyllales	Amaranthaceae	Beta	maritima {L.}				1007	NATIVE	NATIVE	NATIVE
Caryophyllales	Amaranthaceae	Beta	patula {Aiton}				3316			ENDEMIC
Caryophyllales	Amaranthaceae	Chenopodium	album {L.}		album {}		1008	NATIVE		NATIVE
Caryophyllales	Amaranthaceae	Chenopodium	album {L.}		reticulatum {(Aellen) Uotila}		1009	NATIVE		NATIVE
Caryophyllales	Amaranthaceae	Chenopodium	album {L.}				1010		EXOTIC	
Caryophyllales	Amaranthaceae	Chenopodium	bonus-henricus {L.}				1011	NATIVE		
Caryophyllales	Amaranthaceae	Chenopodium	botrys {L.}				1012	NATIVE		
Caryophyllales	Amaranthaceae	Chenopodium	chenopodioides {(L.) Aellen}				1013	NATIVE		
Caryophyllales	Amaranthaceae	Chenopodium	exsuccum {(Loscos) Uotila}				1014	NATIVE		
Caryophyllales	Amaranthaceae	Chenopodium	ficifolium {Sm.}				1015	NATIVE		
Caryophyllales	Amaranthaceae	Chenopodium	glaucum {L.}				1016	NATIVE		
Caryophyllales	Amaranthaceae	Chenopodium	murale {L.}				1017	NATIVE	EXOTIC	NATIVE
Caryophyllales	Amaranthaceae	Chenopodium	opulifolium {Schrad. ex W.D.J.Koch & Ziz}				1018	NATIVE	EXOTIC	NATIVE
Caryophyllales	Amaranthaceae	Chenopodium	polyspermum {L.}				1019	NATIVE		
Caryophyllales	Amaranthaceae	Chenopodium	urbicum {L.}				1020	NATIVE		
Caryophyllales	Amaranthaceae	Chenopodium	vulvaria {L.}				1021	NATIVE		EXOTIC
Caryophyllales	Amaranthaceae	Chenopodium	pumilio {R.Br.}				3222	EXOTIC		
Caryophyllales	Amaranthaceae	Chenopodium	ambrosioides {L.}				3298	EXOTIC	EXOTIC	NATIVE
Caryophyllales	Amaranthaceae	Chenopodium	multifidum {L.}				3299	EXOTIC		
Caryophyllales	Amaranthaceae	Chenopodium	coronopus {Moq.}				3317			NATIVE
Caryophyllales	Amaranthaceae	Chenopodium	rubrum {L.}				3318		UNCERTAIN	
Caryophyllales	Amaranthaceae	Halimione	portulacoides {(L.) Aellen}				1022	NATIVE		
Caryophyllales	Amaranthaceae	Halopeplis	amplexicaulis {(Vahl) Ung.-Sternb. ex Ces., Pass. & Gibelli}				1023	NATIVE		
Caryophyllales	Amaranthaceae	Patellifolia	patellaris {(Moq.) A.J.Scott, Ford-Lloyd & J.T.Williams}				1024	NATIVE		NATIVE
Caryophyllales	Amaranthaceae	Patellifolia	procumbens {(C.Sm. ex Hornem.) A.J.Scott, Ford-Lloyd & J.T.Wil}				3319			NATIVE
Caryophyllales	Amaranthaceae	Polycnemum	arvense {L.}				1025	NATIVE		
Caryophyllales	Amaranthaceae	Salicornia	ramosissima {J.Woods}				1026	NATIVE		
Caryophyllales	Amaranthaceae	Salsola	kali {L.}				1027	NATIVE	NATIVE	NATIVE
Caryophyllales	Amaranthaceae	Salsola	soda {L.}				1028	NATIVE		
Caryophyllales	Amaranthaceae	Salsola	vermiculata {L.}				1029	NATIVE		
Caryophyllales	Amaranthaceae	Sarcocornia	fruticosa {(L.) A.J.Scott}				1030	NATIVE		
Caryophyllales	Amaranthaceae	Sarcocornia	perennis {(Mill.) A.J.Scott}	alpini {(Lag.) Castrov.}			1031	NATIVE		
Caryophyllales	Amaranthaceae	Sarcocornia	perennis {(Mill.) A.J.Scott}	perennis {}			1032	NATIVE		
Caryophyllales	Amaranthaceae	Sarcocornia	perennis {(Mill.) A.J.Scott}				1033			
Caryophyllales	Amaranthaceae	Suaeda	albescens {Lázaro Ibiza}				1034	NATIVE		
Caryophyllales	Amaranthaceae	Suaeda	spicata {(Willd.) Moq.}				1035	NATIVE		
Caryophyllales	Amaranthaceae	Suaeda	splendens {(Pourr.) Gren. & Godr.}				1036	NATIVE		
Caryophyllales	Amaranthaceae	Suaeda	vera {Forssk. ex J.F.Gmel}				1037	NATIVE		NATIVE
Caryophyllales	Basellaceae	Boussingaultia	cordifolia {Ten.}				3252	EXOTIC	EXOTIC	EXOTIC
Caryophyllales	Cactaceae	Opuntia	dillenii {(Ker Gawl.) Haw.}				3275	EXOTIC	EXOTIC	EXOTIC
Caryophyllales	Cactaceae	Opuntia	elata {Salm-Dyck}				3276	EXOTIC		
Caryophyllales	Cactaceae	Opuntia	ammophila {Small}				3504		EXOTIC	
Caryophyllales	Cactaceae	Opuntia	maxima {Mill.}				3505	EXOTIC	EXOTIC	EXOTIC
Caryophyllales	Caryophyllaceae	Agrostemma	githago {L.}				3088	EXOTIC	EXOTIC	
Caryophyllales	Caryophyllaceae	Arenaria	algarbiensis {Welw. ex Willk.}				835	NATIVE		
Caryophyllales	Caryophyllaceae	Arenaria	conimbricensis {Brot.}	conimbricensis {}			836	NATIVE		
Caryophyllales	Caryophyllaceae	Arenaria	emarginata {Brot.}	emarginata {}			837	NATIVE		
Caryophyllales	Caryophyllaceae	Arenaria	leptoclados {(Rchb.) Guss.}				838	NATIVE		NATIVE
Caryophyllales	Caryophyllaceae	Arenaria	montana {L.}	montana {}			839	NATIVE		
Caryophyllales	Caryophyllaceae	Arenaria	querioides {Pourr. ex Willk.}	fontiqueri {(P. Silva) Rocha Afonso}			840	ENDEMIC		
Caryophyllales	Caryophyllaceae	Arenaria	querioides {Pourr. ex Willk.}	querioides {}			841	NATIVE		
Caryophyllales	Caryophyllaceae	Arenaria	querioides {Pourr. ex Willk.}				842			
Caryophyllales	Caryophyllaceae	Arenaria	serpyllifolia {L.}				843	NATIVE		
Caryophyllales	Caryophyllaceae	Bufonia	macropetala {Willk.}	willkommiana {(Boiss.) Amich}			844	NATIVE		
Caryophyllales	Caryophyllaceae	Cerastium	brachypetalum {Desp. ex Pers.}	brachypetalum {}			845	NATIVE		
Caryophyllales	Caryophyllaceae	Cerastium	diffusum {Pers.}	diffusum {}			846	NATIVE		NATIVE
Caryophyllales	Caryophyllaceae	Cerastium	fontanum {Baumg.}	vulgare {(Hartm.) Greuter & Burdet}			847	NATIVE	EXOTIC	NATIVE
Caryophyllales	Caryophyllaceae	Cerastium	glomeratum {Thuill.}				848	NATIVE	EXOTIC	NATIVE
Caryophyllales	Caryophyllaceae	Cerastium	ramosissimum {Boiss.}				849	NATIVE		
Caryophyllales	Caryophyllaceae	Cerastium	semidecandrum {L.}				850	NATIVE		
Caryophyllales	Caryophyllaceae	Cerastium	azoricum {Hochst.}				3519		ENDEMIC	
Caryophyllales	Caryophyllaceae	Cerastium	vagans {Lowe}		ciliatum  {Tutin & Warb.}		3520		ENDEMIC	
Caryophyllales	Caryophyllaceae	Cerastium	vagans {Lowe}		vagans {}		3521			NATIVE
Caryophyllales	Caryophyllaceae	Cerastium	vagans {Lowe}				3522			
Caryophyllales	Caryophyllaceae	Chaetonychia	cymosa {(L.) Sweet}				851	NATIVE		
Caryophyllales	Caryophyllaceae	Corrigiola	litoralis {L.}	litoralis {}			852	NATIVE		EXOTIC
Caryophyllales	Caryophyllaceae	Corrigiola	litoralis {L.}	perez-larae {Chaudhri, Muñoz Garm. & Pedrol}			853	NATIVE		
Caryophyllales	Caryophyllaceae	Corrigiola	litoralis {L.}				854			
Caryophyllales	Caryophyllaceae	Corrigiola	telephiifolia {Pourr.}		annua {(Lange) Chaudhri}		855	NATIVE		
Caryophyllales	Caryophyllaceae	Corrigiola	telephiifolia {Pourr.}		imbricata {(Lapeyr.) DC.}		856	NATIVE		
Caryophyllales	Caryophyllaceae	Corrigiola	telephiifolia {Pourr.}				857			
Caryophyllales	Caryophyllaceae	Corrigiola	telephiifolia {Pourr.}		telephiifolia {}		858	NATIVE		
Caryophyllales	Caryophyllaceae	Cucubalus	baccifer {L.}				859	NATIVE		
Caryophyllales	Caryophyllaceae	Dianthus	armeria {L.}	armeria {}			860	NATIVE		
Caryophyllales	Caryophyllaceae	Dianthus	broteri {Boiss. & Reut.}				861	NATIVE		
Caryophyllales	Caryophyllaceae	Dianthus	cintranus {Boiss. & Reut.}	barbatus {R.Fern. & Franco}			862	ENDEMIC		
Caryophyllales	Caryophyllaceae	Dianthus	cintranus {Boiss. & Reut.}	cintranus {}			863	ENDEMIC		
Caryophyllales	Caryophyllaceae	Dianthus	cintranus {Boiss. & Reut.}				864			
Caryophyllales	Caryophyllaceae	Dianthus	crassipes {R.Roem.}				865	NATIVE		
Caryophyllales	Caryophyllaceae	Dianthus	hyssopifolius {L.}	hyssopifolius {}			866	NATIVE		
Caryophyllales	Caryophyllaceae	Dianthus	langeanus {Willk.}				867	NATIVE		
Caryophyllales	Caryophyllaceae	Dianthus	laricifolius {Boiss. & Reut.}	marizii {(Samp.) Franco}			868	ENDEMIC		
Caryophyllales	Caryophyllaceae	Dianthus	laricifolius {Boiss. & Reut.}	caespitosifolius {(Planellas) M.Laínz}			869	NATIVE		
Caryophyllales	Caryophyllaceae	Dianthus	laricifolius {Boiss. & Reut.}				870			
Caryophyllales	Caryophyllaceae	Dianthus	laricifolius {Boiss. & Reut.}	laricifolius {}			871	NATIVE		
Caryophyllales	Caryophyllaceae	Dianthus	lusitanus {Brot.}				872	NATIVE		
Caryophyllales	Caryophyllaceae	Herniaria	algarvica {Chaudhri}				873	ENDEMIC		
Caryophyllales	Caryophyllaceae	Herniaria	ciliolata {Melderis}	robusta {Chaudhri}			874	NATIVE		
Caryophyllales	Caryophyllaceae	Herniaria	cinerea {DC.}				875	NATIVE		NATIVE
Caryophyllales	Caryophyllaceae	Herniaria	glabra {L.}		glaberrima {Fenzl}		876	NATIVE		
Caryophyllales	Caryophyllaceae	Herniaria	glabra {L.}		setulosa {Beck}		877	NATIVE		
