"taxon"	"Número de pétalas "	"Inserção das folhas"	"Cores principais da flor/inflorescência"	"Espinescência"	"Porte"	"Consistência do fruto"	"Simetria do perianto"
"Alyssum minutum"	"Flores com 4 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Alyssum serpyllifolium subsp. lusitanicum"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Alyssum simplex"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Arabidopsis thaliana var. thaliana"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Arabis beirana"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Arabis glabra"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Arabis juressi"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Arabis planisiliqua"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Arabis sadina"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Arabis stenocarpa"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Arabis verna"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores rosa"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Barbarea intermedia"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Barbarea verna"	"Flores com 4 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Barbarea vulgaris"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Biscutella auriculata"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores creme ou amarelo-limão,Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Biscutella sempervirens subsp. vicentina"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea,Arbusto ou subarbusto"	"Fruto seco"	"Simetria radial"
"Biscutella valentina subsp. valentina"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea,Arbusto ou subarbusto"	"Fruto seco"	"Simetria radial"
"Brassica barrelieri"	"Flores com 4 pétalas"	"Folhas todas basais,Folhas alternas"	"Flores creme ou amarelo-limão,Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Brassica nigra"	"Flores com 4 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Brassica oxyrrhina"	"Flores com 4 pétalas"	"Folhas todas basais,Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Brassica tournefortii"	"Flores com 4 pétalas"	"Folhas todas basais,Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Bunias erucago"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores amarelas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Cakile maritima subsp. maritima"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Cakile maritima subsp. integrifolia"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Cakile maritima"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Calepina irregularis"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Camelina microcarpa"	"Flores com 4 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Capsella bursa-pastoris"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Cardamine flexuosa"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Cardamine hirsuta"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Cardamine parviflora"	"Flores com 4 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Cardamine pratensis subsp. pratensis"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores roxas, violetas ou lilases"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Cardaria draba subsp. draba"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Carrichtera annua"	"Flores com 4 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Cochlearia danica"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Cochlearia glastifolia"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Coincya cintrana"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores amarelas,Flores creme ou amarelo-limão"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Coincya monensis subsp. puberula"	"Flores com 4 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Coincya monensis subsp. cheiranthos"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas,Flores púrpura, grená ou praticamente pretas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Coincya monensis"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas,Flores púrpura, grená ou praticamente pretas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Coincya monensis subsp. orophila"	"Flores com 4 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Coincya transtagana"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores creme ou amarelo-limão"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Coronopus squamatus"	"Flores com 4 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
"Crambe hispanica"	"Flores com 4 pétalas"	"Folhas alternas"	"Flores brancas"	"Sem espinhos"	"Herbácea"	"Fruto seco"	"Simetria radial"
"Descurainia sophia"	"Flores com 4 pétalas"	"Folhas alternas"	"NA"	"Sem espinhos"		"Fruto seco"	"Simetria radial"
